Name,Math_Grade7,Math_Grade8,Math_Grade9,English_Grade7,English_Grade8,English_Grade9,Kiswahili_Grade7,Kiswahili_Grade8,Kiswahili_Grade9,Integrated_Grade7,Integrated_Grade8,Integrated_Grade9,Agriculture_Grade7,Agriculture_Grade8,Agriculture_Grade9,Social_Grade7,Social_Grade8,Social_Grade9,CRE_Grade7,CRE_Grade8,CRE_Grade9,Creative_Arts_and_Sports_Grade7,Creative_Arts_and_Sports_Grade8,Creative_Arts_and_Sports_Grade9,Pretechnical_Grade7,Pretechnical_Grade8,Pretechnical_Grade9,Actual Pathway
Joshua,62,48,60,62,52,66,48,63,47,60,56,51,60,42,45,51,55,55,42,49,56,62,50,67,49,53,60,Social Science
Sylvia,53,46,70,66,40,43,41,70,43,47,49,51,44,51,52,40,70,42,48,58,45,56,46,55,70,61,55,Social Science
Allan,62,40,57,44,69,51,64,61,70,48,58,42,65,51,51,70,47,63,59,69,40,51,46,62,47,60,63,Social Science
Emily,50,48,60,70,59,55,59,56,58,52,70,53,45,66,70,64,41,43,51,56,54,60,45,47,65,53,58,Social Science
Charles,51,44,53,52,59,40,68,53,54,55,45,43,61,48,68,61,58,52,42,59,59,51,68,52,50,48,45,Arts and Sports
Dorcas,66,43,62,42,42,57,45,63,62,67,41,65,66,70,46,70,56,45,48,42,50,53,47,42,53,57,47,Arts and Sports
Fredrick,48,54,61,60,45,46,65,67,70,46,46,70,49,46,44,51,69,43,43,41,43,67,56,69,63,42,46,Social Science
Susan,61,67,53,61,55,49,57,43,50,60,57,46,50,60,50,45,64,69,63,64,48,53,53,69,62,47,56,Social Science
Caleb,53,58,64,44,64,53,70,70,66,55,65,62,55,66,51,60,55,49,52,69,52,52,55,55,54,41,53,Arts and Sports
Janice,44,53,60,70,50,48,66,58,48,50,53,54,48,46,69,44,55,54,58,46,63,45,70,57,55,50,43,Social Science
Eric,41,50,58,53,51,46,60,40,47,67,70,63,43,65,69,63,68,60,60,65,48,62,56,40,67,46,60,Arts and Sports
Gladys,52,53,60,59,46,54,57,49,51,64,48,52,65,70,64,52,45,48,66,43,42,52,66,62,43,62,60,STEM
Lawrence,48,70,62,62,54,44,70,62,64,58,48,60,48,48,62,46,64,68,69,48,42,60,62,57,43,44,64,Social Science
Mercy,68,60,55,43,69,58,53,65,69,60,59,52,60,40,59,48,65,52,65,40,56,48,52,43,50,59,61,STEM
Albert,67,53,61,65,43,47,55,43,40,69,66,63,68,55,48,53,43,62,59,49,58,44,59,58,55,41,55,Arts and Sports
Vivian,65,56,69,49,66,50,54,70,55,41,48,41,59,45,67,45,43,50,65,61,58,69,70,53,46,58,57,STEM
Oscar,57,55,65,45,56,47,70,67,69,40,44,46,41,43,56,63,65,44,42,47,52,45,59,64,70,66,48,Social Science
Pamela,44,48,41,56,55,51,50,56,48,48,54,45,47,59,56,45,50,68,51,43,66,53,66,59,42,57,46,Arts and Sports
Elijah,49,48,56,63,58,51,49,64,54,57,52,56,48,65,48,69,57,48,68,48,58,52,59,63,41,48,41,STEM
Tabitha,58,51,46,56,55,48,40,47,62,62,50,68,68,63,64,55,59,52,41,45,50,70,42,70,66,66,63,Arts and Sports
Isaac,67,48,45,43,45,42,52,61,62,67,44,68,51,51,65,44,55,57,52,54,53,64,43,52,64,65,40,Social Science
Brenda,66,65,69,42,59,51,44,52,57,49,67,69,54,62,68,43,47,51,40,61,50,53,56,43,70,68,65,STEM
Raphael,60,62,60,56,70,64,42,62,53,59,56,41,70,41,50,49,63,41,51,55,46,62,69,68,57,70,63,STEM
Lydia,68,64,52,63,59,56,56,42,66,47,51,56,49,68,55,62,67,61,54,45,65,64,51,60,66,70,49,Social Science
Patrickson,67,61,43,41,64,40,47,66,42,48,40,69,57,51,44,42,47,58,41,67,61,41,40,62,47,42,62,Social Science
Norah,66,49,57,54,61,53,42,58,61,63,65,54,61,45,57,48,45,41,47,45,54,44,59,47,54,51,49,STEM
Clifford,59,66,66,55,67,70,69,56,55,69,65,53,67,41,62,59,46,52,55,45,47,60,46,53,41,61,42,Arts and Sports
Angela,56,50,52,43,52,40,66,44,64,49,40,65,63,48,41,65,68,40,52,56,66,57,67,41,68,47,41,Social Science
Collins,46,53,56,59,59,46,42,54,58,66,54,40,68,70,53,69,70,57,49,70,67,69,70,49,60,63,41,STEM
Faith,59,43,61,46,62,40,58,52,53,40,45,51,70,52,45,56,59,58,50,58,56,47,42,55,40,65,56,STEM
Nelson,69,47,70,60,54,62,41,70,50,46,55,59,45,65,41,61,65,56,50,41,64,65,67,67,50,55,50,Social Science
Miriam,64,50,60,54,46,66,57,48,70,42,56,53,47,60,42,58,57,49,43,54,45,40,59,41,49,62,61,Social Science
Donald,40,59,48,40,70,60,50,69,55,57,56,55,40,46,66,65,57,53,64,42,65,66,41,60,44,64,52,STEM
Sharon,70,57,48,46,40,69,47,46,62,48,50,63,47,45,61,41,40,50,44,57,46,60,43,53,53,53,54,Arts and Sports
Edwin,40,64,52,64,68,68,53,65,56,61,66,64,45,49,64,57,70,46,69,42,60,70,46,56,45,59,43,STEM
Priscilla,59,54,40,67,46,68,49,56,60,52,62,61,57,61,45,60,56,62,47,57,63,43,48,42,46,42,41,STEM
Victorine,56,64,41,50,49,62,40,48,53,47,68,49,40,42,60,66,58,49,42,70,42,48,47,53,45,60,51,STEM
Hosea,65,44,63,49,51,55,51,61,56,53,41,41,44,61,57,42,43,58,62,61,46,64,44,67,50,63,64,Social Science
Jacinta,40,41,49,67,65,63,42,57,67,44,69,56,42,67,51,49,46,47,61,40,52,57,63,58,56,42,59,STEM
Leonard,44,61,68,48,54,61,65,44,64,43,44,66,48,64,42,48,44,61,40,45,45,41,43,60,56,40,48,Arts and Sports
Millicent,70,49,66,66,61,70,65,49,58,45,49,57,60,60,45,59,53,60,61,62,40,46,47,49,70,44,64,STEM
Barnabas,22,36,18,17,35,11,39,50,38,31,36,16,31,43,39,28,21,31,23,18,17,48,11,40,50,21,14,Social Science
Roseline,22,21,41,32,12,30,16,48,12,45,23,39,22,26,10,14,29,45,34,25,32,49,16,49,36,50,12,Social Science
Ezekiel,27,27,20,14,11,25,34,26,28,19,30,40,16,29,23,45,46,22,41,46,50,43,41,14,33,12,42,STEM
Hellen,39,50,28,49,33,41,42,47,42,45,35,40,12,17,23,34,18,49,34,12,11,15,44,42,11,10,14,STEM
Jonah,30,50,17,41,35,32,40,48,45,21,28,17,30,50,35,36,36,48,39,15,50,17,32,22,18,15,32,Social Science
Patricia,35,33,12,33,17,18,49,23,28,50,50,50,45,29,45,12,28,38,10,43,29,25,42,34,25,10,38,STEM
Mark,11,27,17,14,34,18,26,19,46,34,22,35,42,27,26,26,30,18,19,10,13,13,21,43,33,43,48,Social Science
Regina,35,20,36,22,29,28,39,45,23,15,37,35,44,23,25,11,47,40,47,43,34,43,28,16,13,33,31,STEM
Abel,18,35,22,46,25,34,42,11,39,47,32,10,20,50,25,35,50,40,15,43,20,25,32,29,34,45,34,Social Science
Janiffer,50,29,27,33,39,15,43,50,43,28,26,15,26,40,35,16,38,20,44,15,20,21,34,14,34,20,50,Social Science
Clinton,47,38,28,30,23,31,31,49,23,48,27,21,33,50,44,29,17,14,26,28,22,26,49,29,11,41,35,Social Science
Dorothy,15,34,48,39,30,44,45,24,26,22,41,36,20,17,13,37,40,37,28,20,34,37,13,29,45,38,27,STEM
Nelson,10,13,17,15,30,41,21,47,48,27,30,18,43,36,40,25,16,29,49,16,21,13,18,28,46,19,42,Arts and Sports
Vivienne,24,23,22,32,28,49,14,11,13,47,47,12,14,44,13,14,18,35,29,33,45,14,48,23,45,38,29,Social Science
Simon,37,11,32,35,25,37,10,19,17,27,33,25,27,14,45,26,16,12,42,15,38,18,22,15,16,24,28,Social Science
Jacqueline,16,50,12,19,38,18,18,42,43,31,28,19,38,24,47,45,19,49,44,35,44,31,10,46,10,30,36,STEM
Cornelius,25,11,11,49,18,50,27,42,13,20,21,49,45,23,50,16,13,14,45,28,40,42,44,11,49,23,23,Arts and Sports
Phoebe,36,42,33,41,47,35,34,27,49,39,37,22,39,39,25,12,36,40,38,11,23,48,45,10,27,12,35,Social Science
Moses,39,35,40,17,11,26,10,21,42,47,20,13,27,32,25,30,20,41,30,37,15,33,47,39,40,15,41,STEM
Sheila,16,11,23,29,21,38,50,25,26,24,19,44,48,12,32,47,23,44,24,50,16,32,31,14,47,13,49,STEM
Emmanuel,50,38,42,41,20,31,11,43,50,42,15,27,15,35,48,29,43,19,42,33,26,26,23,23,37,49,41,STEM
Gloria,38,35,13,32,43,49,32,30,16,25,22,28,35,31,44,23,37,41,28,26,32,15,31,50,48,25,42,Social Science
Noel,42,47,44,38,31,26,38,24,49,20,36,43,10,18,40,21,11,20,25,49,33,39,10,16,45,46,40,Social Science
Mathew,47,15,30,44,30,42,13,19,31,33,11,15,27,29,19,48,17,47,38,30,36,49,26,36,49,29,46,Arts and Sports
Yvonne,47,20,45,45,13,39,33,19,31,32,25,13,44,18,49,50,12,15,48,21,19,36,18,50,32,50,40,Arts and Sports
Silas,33,11,22,30,34,11,48,20,41,25,30,50,40,36,29,30,35,22,14,10,39,45,17,30,23,33,21,STEM
Pauline,38,17,45,25,45,43,37,12,19,12,27,40,38,24,27,37,38,23,34,27,36,28,37,20,23,49,39,Social Science
Barnet,41,39,22,32,39,34,33,39,40,38,16,24,41,17,13,34,16,13,18,45,44,36,29,26,41,47,17,STEM
Joy,50,38,18,31,48,20,13,50,21,19,47,36,21,38,19,23,49,26,21,47,26,37,40,40,12,30,20,Social Science
Gilbert,10,45,50,50,28,22,21,48,29,28,13,23,21,30,41,15,45,45,20,31,43,16,19,22,14,42,35,Arts and Sports
Rachael,10,37,41,14,31,10,48,21,27,42,27,33,43,36,14,28,42,50,10,24,26,32,25,22,37,49,48,Social Science
Leon,17,14,47,16,46,48,36,34,24,39,37,29,38,35,31,10,35,36,47,30,23,43,24,22,21,26,43,STEM
Stella,48,45,37,46,36,11,33,22,10,41,38,40,32,42,39,12,22,24,39,22,27,28,25,34,13,26,37,STEM
Hudson,24,25,39,24,24,27,39,22,39,42,23,37,39,17,20,20,20,43,25,47,38,28,50,49,39,50,27,Social Science
Maureen,39,11,24,49,34,10,20,41,46,27,41,39,26,20,43,23,46,23,21,19,36,27,25,29,25,39,47,STEM
Elias,35,34,24,26,14,17,43,31,33,45,18,20,25,10,15,25,46,37,16,13,45,10,36,38,47,30,40,STEM
Veronica,18,11,43,32,35,33,14,49,22,47,34,40,48,23,24,47,49,47,11,26,42,32,21,17,10,15,14,STEM
Kelvin,49,28,22,33,22,36,26,37,44,32,31,48,21,24,21,35,18,13,12,34,33,34,50,44,42,48,37,STEM
Judith,35,35,44,47,42,21,46,15,21,34,39,43,23,43,13,44,11,37,30,10,33,21,18,47,26,24,34,Social Science
Ronald,43,13,21,45,42,50,19,32,42,48,18,44,33,41,32,27,12,43,43,41,33,41,49,36,40,11,15,STEM
Cecilia,38,26,40,33,35,40,50,48,49,38,34,11,35,37,15,27,24,18,20,38,37,36,25,27,42,21,24,Arts and Sports
Wilfred,30,10,35,26,35,19,46,27,43,27,23,41,43,38,37,17,25,16,30,27,48,30,43,28,33,18,26,STEM
Sally,30,20,17,16,35,39,47,50,47,42,40,24,23,48,10,38,12,20,29,45,40,27,39,34,28,14,47,STEM
Jared,39,43,32,13,12,42,45,34,23,42,23,32,20,36,16,42,26,44,48,25,35,16,29,49,13,35,48,Social Science
Rosemary,31,47,16,40,43,38,48,37,47,34,31,36,46,26,18,13,30,31,16,44,17,16,13,31,28,16,44,STEM
Eliud,47,22,50,40,23,38,27,26,34,30,42,10,33,19,17,19,27,23,24,20,25,24,48,37,14,31,22,Social Science
Charity,21,49,12,37,50,30,24,29,50,44,16,49,12,34,38,32,11,21,11,26,41,20,35,26,25,28,42,STEM
Arnold,21,37,48,32,27,21,21,40,32,42,32,45,15,14,33,49,21,24,49,45,34,33,49,15,10,33,25,Social Science
Juliet,33,46,12,42,14,14,23,16,15,30,33,50,29,42,11,44,11,45,38,44,50,30,34,22,16,25,21,STEM
Raphaella,35,43,20,30,32,32,17,17,41,44,47,11,16,18,23,37,14,46,49,20,12,43,19,22,37,23,41,Social Science
Victorine,16,29,32,14,25,11,47,30,14,22,28,43,46,43,18,47,44,22,10,23,13,23,37,27,10,40,26,STEM
Geoffrey,25,37,16,22,30,35,16,38,14,28,30,13,28,14,16,14,49,50,36,13,33,32,44,50,36,31,48,Arts and Sports
Hosea,45,37,17,23,29,49,44,20,44,22,12,21,12,26,21,28,21,32,41,24,15,42,41,14,42,45,36,STEM
Millicent,31,33,24,21,11,16,45,49,35,27,44,46,40,36,14,49,10,43,42,43,44,29,30,19,43,27,34,Social Science
Clive,49,35,48,26,15,25,31,21,20,42,29,13,35,32,46,44,33,46,20,37,28,50,48,29,28,34,27,Social Science
Roseline,28,49,27,35,48,39,31,26,23,19,28,26,40,29,36,23,18,40,16,20,39,25,45,42,50,47,15,STEM
Ezekiel,36,31,39,11,35,24,18,44,34,27,36,28,15,20,33,31,37,48,39,50,30,10,37,27,48,43,21,Arts and Sports
Hellen,50,22,24,44,10,29,35,27,45,22,45,18,40,18,48,38,13,31,42,46,50,12,10,26,41,31,12,STEM
Jonah,31,37,15,33,30,21,40,23,43,40,30,14,37,48,13,34,36,20,46,46,48,32,25,26,40,12,31,Social Science
Patricia,17,29,28,18,17,26,49,45,47,19,42,26,11,39,16,49,34,44,40,21,40,14,20,48,43,49,48,Social Science
Mark,30,27,46,11,23,30,20,43,47,29,17,12,25,22,22,18,19,11,27,34,45,46,36,15,27,35,43,Social Science
Regina,49,30,50,13,47,48,30,32,37,24,47,43,17,45,19,23,50,35,40,16,50,46,44,30,15,21,38,Social Science
Dennis,15,47,21,38,25,24,38,22,14,39,19,45,48,49,27,29,10,47,47,21,47,15,32,35,25,33,17,STEM
Norbert,12,39,46,36,45,50,50,14,49,29,27,28,36,15,38,16,47,39,18,15,24,35,50,40,40,12,16,STEM
Felix,15,14,35,14,32,38,22,19,44,12,45,34,40,23,34,36,33,18,29,50,11,50,43,17,43,48,17,Social Science
Janice,28,35,16,11,36,33,33,20,20,25,45,11,13,32,44,36,15,38,10,25,15,15,36,17,26,23,32,Social Science
Oscar,45,39,34,12,46,39,28,39,42,24,19,12,21,12,24,49,27,44,43,22,47,48,39,34,14,32,43,Social Science
Pamela,18,32,12,38,25,19,47,12,21,15,30,18,20,21,48,46,13,48,32,11,16,34,12,21,30,43,22,STEM
Elijah,23,15,31,38,48,23,20,40,11,25,42,49,45,45,10,34,45,19,25,50,49,47,10,13,34,34,46,Social Science
Tabitha,48,28,24,19,27,40,32,19,11,48,13,12,11,18,41,39,42,25,18,45,38,33,14,11,10,38,46,STEM
Isaac,16,22,32,43,28,11,30,47,25,36,40,39,31,20,16,20,41,28,22,23,40,30,16,49,40,22,35,STEM
Brenda,44,49,21,38,47,38,35,21,29,35,13,45,29,12,34,43,30,23,34,46,35,42,28,25,46,50,41,Social Science
Raphael,45,11,43,39,21,48,26,23,20,39,37,48,43,16,16,26,30,45,14,44,16,50,19,50,17,16,18,STEM
Lydia,40,25,34,21,12,21,13,50,42,31,14,30,42,42,17,32,42,36,28,10,11,49,35,15,40,34,30,STEM
Norah,46,34,44,43,19,48,29,49,16,25,37,47,21,11,19,22,22,10,50,14,43,24,32,10,23,23,19,STEM
Clifford,15,14,42,26,46,35,12,10,30,28,46,20,15,17,25,16,45,26,38,47,29,42,36,11,35,26,39,Social Science
Angela,39,41,47,49,42,10,23,30,25,17,24,17,13,20,14,49,38,16,10,29,32,39,39,42,28,14,49,Social Science
Collins,46,12,21,21,45,13,24,40,44,19,20,16,21,49,20,24,13,23,30,28,12,26,10,46,27,10,13,Social Science
Faith,17,19,34,17,29,14,12,14,47,24,34,11,27,16,36,50,36,42,13,36,16,15,18,16,23,42,21,Social Science
Nelson,15,48,20,22,28,17,34,41,43,40,23,25,31,14,48,22,30,36,40,16,48,21,31,38,15,10,42,STEM
Miriam,45,47,43,27,39,29,23,34,37,11,37,40,15,46,36,14,19,29,41,22,18,47,21,50,32,35,34,Social Science
Donald,29,42,19,36,23,20,44,24,26,41,20,39,18,21,34,14,20,20,21,18,45,41,20,19,36,46,30,STEM
Sharon,46,38,42,29,11,16,48,20,35,30,27,46,23,29,38,45,29,48,46,39,28,14,31,27,18,21,35,STEM
Edwin,47,18,17,18,14,38,28,10,20,34,17,17,19,39,11,19,32,22,44,20,44,35,13,41,44,49,15,Social Science
Priscilla,24,35,38,29,45,40,44,46,30,17,11,23,41,41,30,17,37,23,37,12,18,44,25,23,10,25,19,Social Science
Victorine,42,32,24,45,30,11,49,17,21,32,26,22,21,21,40,37,20,48,38,50,42,40,20,34,43,32,48,Social Science
Hosea,15,50,20,12,12,16,40,41,41,44,47,14,31,25,10,40,22,37,34,11,29,12,41,32,35,22,18,STEM
Jacinta,19,38,46,47,43,11,12,23,21,18,44,37,19,45,30,49,22,32,37,34,39,29,31,19,39,15,43,STEM
Leonard,55,71,58,90,60,80,61,51,82,45,79,73,72,54,45,64,80,73,50,65,75,73,58,67,80,79,78,Social Science
Barnabas,58,58,70,48,70,51,84,52,81,85,85,85,55,90,75,65,87,72,75,65,85,45,84,81,74,63,53,Social Science
Roseline,46,59,73,86,62,52,50,72,68,65,65,88,47,57,56,56,49,55,46,52,60,69,49,64,54,59,80,Social Science
Ezekiel,57,75,78,69,59,72,68,49,72,75,77,54,52,89,62,66,71,87,76,77,70,81,50,76,51,67,69,Social Science
Hellen,77,71,56,72,46,86,82,67,86,80,88,74,68,79,85,45,47,64,75,68,83,64,49,66,53,63,79,STEM
Jonah,53,87,87,58,46,65,61,71,52,61,51,76,84,55,70,57,60,48,45,71,48,71,68,64,60,77,71,STEM
Patricia,61,89,51,64,64,46,72,74,61,70,61,56,49,88,58,47,75,85,87,57,75,89,78,48,53,74,60,Arts and Sports
Mark,85,48,66,47,72,84,79,51,83,75,45,65,48,47,63,79,45,81,82,53,75,85,90,56,62,58,48,Social Science
Regina,75,70,56,72,56,80,66,66,65,84,72,60,85,74,83,55,62,66,71,54,78,65,65,75,46,50,86,STEM
Dennis,71,90,62,71,61,62,84,73,59,57,81,66,73,54,51,90,71,45,70,45,83,74,55,74,67,49,88,Arts and Sports
Norbert,59,81,48,69,77,88,75,59,79,80,58,70,49,63,51,60,69,63,75,70,55,49,53,74,80,53,61,STEM
Felix,63,84,81,82,50,88,50,90,76,67,53,90,68,86,51,61,75,68,72,79,54,69,77,82,67,71,69,STEM
Janice,77,82,66,85,67,60,45,50,52,70,75,63,51,45,78,90,82,48,75,75,48,61,88,48,50,54,75,STEM
Oscar,88,60,77,79,58,70,73,65,88,64,48,81,47,75,49,48,84,73,72,73,68,74,75,56,64,72,58,Social Science
Pamela,85,72,59,50,65,72,60,77,76,86,72,70,52,60,48,85,90,79,76,86,82,81,62,57,72,65,55,Social Science
Elijah,55,51,70,89,75,73,68,88,83,63,73,56,61,63,74,85,51,90,84,76,90,86,50,46,47,69,79,Social Science
Tabitha,82,88,78,50,48,84,46,85,80,70,70,83,46,54,60,84,80,86,88,67,86,50,51,80,85,57,82,Arts and Sports
Isaac,50,47,88,63,76,89,60,71,83,57,68,61,87,57,50,57,61,72,88,80,56,48,74,65,78,87,47,Social Science
Brenda,59,70,75,47,55,60,60,80,89,67,90,47,57,82,87,52,76,52,63,60,83,73,88,53,53,55,76,Social Science
Raphael,87,65,88,84,55,82,80,53,77,89,66,58,82,66,76,78,56,49,62,90,72,66,69,54,58,48,54,Social Science
Abigail,76,79,74,49,53,46,68,48,87,72,88,75,83,49,66,56,45,66,82,75,46,84,62,48,66,46,89,Social Science
Clara,78,48,72,85,90,68,83,47,64,68,79,85,86,73,60,78,87,50,65,87,60,68,61,77,48,72,51,Arts and Sports
Dominic,71,52,59,62,66,72,58,75,84,83,65,45,75,57,51,47,45,72,54,77,82,86,45,46,46,87,60,STEM
Evelyn,65,78,76,52,67,65,51,51,64,53,65,79,51,68,75,80,89,76,63,71,65,81,60,86,84,47,71,STEM
Harrison,57,52,83,69,71,83,46,58,52,88,79,66,52,70,80,56,76,71,51,66,75,53,66,81,66,71,90,STEM
Janice,47,78,66,86,66,76,70,85,66,47,87,79,56,60,72,58,88,57,49,56,48,77,45,72,60,47,77,Social Science
Kenneth,62,87,88,45,66,76,50,68,53,46,75,56,89,55,72,58,61,55,74,56,55,48,83,68,84,89,84,STEM
Linda,90,87,54,83,67,61,56,69,77,57,60,46,87,46,62,58,82,77,49,51,49,78,66,62,63,64,77,STEM
Maurice,64,55,57,73,49,71,71,85,77,53,52,62,51,89,87,60,61,86,90,75,46,79,75,72,82,65,69,STEM
Nancy,69,84,74,60,75,64,67,64,72,55,57,54,90,88,77,79,65,59,61,47,87,77,79,48,61,58,69,STEM
Oliver,76,86,72,49,50,67,54,71,65,49,74,61,70,83,88,60,61,75,75,74,59,83,45,68,53,63,52,Social Science
Prudence,45,89,87,75,62,54,88,80,79,48,48,68,67,84,48,72,64,90,81,73,48,80,64,86,63,80,49,Social Science
Quentin,65,65,50,90,46,83,48,64,65,75,64,69,57,46,54,85,52,89,45,80,79,67,75,87,51,53,56,Social Science
Reginald,83,66,76,62,59,48,48,51,55,88,86,61,72,61,58,57,45,74,68,57,67,64,79,90,48,65,75,STEM
Sophia,81,54,71,72,60,65,77,74,50,45,90,84,65,68,45,78,70,69,63,61,58,81,50,48,54,57,57,Arts and Sports
Terry,86,62,84,51,83,88,51,69,85,78,62,47,77,70,49,60,69,72,55,82,88,63,57,90,65,76,51,STEM
Ursula,55,81,70,70,85,49,89,71,55,73,80,60,58,83,58,61,78,74,66,46,45,50,87,82,75,87,62,STEM
Valentine,48,47,49,89,51,62,52,81,77,51,87,63,64,76,86,78,54,84,48,66,82,54,63,72,58,72,67,Social Science
Walter,45,57,48,84,55,76,89,79,50,62,56,55,84,77,77,71,84,88,70,83,58,78,76,70,59,67,51,Arts and Sports
Xavier,68,76,69,85,65,79,46,69,80,53,52,62,70,51,56,88,55,53,61,71,52,59,76,75,88,58,72,Social Science
Yvonne,81,79,69,56,50,86,67,58,78,60,89,84,70,61,58,82,86,55,78,51,50,73,72,48,90,65,53,STEM
Zachary,66,60,55,68,53,85,68,76,59,89,64,87,79,75,84,47,45,61,85,76,82,79,50,57,76,46,87,Social Science
Albert,66,60,61,55,76,64,88,66,81,76,67,75,47,64,67,86,53,69,90,87,82,80,45,89,47,86,83,Social Science
Belinda,65,79,55,47,47,49,52,71,66,90,60,48,47,66,49,73,73,90,70,66,49,50,79,84,55,78,60,Social Science
Clement,51,54,52,75,70,57,45,63,90,86,52,63,79,58,80,72,82,68,48,82,46,48,80,53,72,66,77,STEM
Dorcas,50,49,49,46,73,80,69,62,48,67,68,71,68,61,50,74,48,46,76,50,45,61,48,71,79,46,77,Social Science
Ezekiel,78,61,68,80,48,66,71,74,71,72,60,56,66,62,88,89,75,80,50,77,56,85,75,65,82,63,80,STEM
Felix,84,86,69,59,65,56,82,87,56,89,82,85,56,45,84,63,57,60,67,69,53,47,52,56,85,75,90,Social Science
Gabriel,73,54,65,72,69,61,50,88,57,63,72,69,68,61,72,62,53,86,82,80,56,78,69,62,47,75,49,Social Science
Harriet,65,89,46,67,52,81,72,72,53,68,47,62,47,47,53,74,85,86,51,51,75,90,54,61,74,57,62,STEM
Ian,45,60,70,83,69,83,71,50,57,48,60,56,82,69,75,89,77,45,74,77,53,48,79,70,63,88,55,Arts and Sports
Josephine,71,72,61,70,48,89,55,70,75,70,88,67,69,90,66,59,54,88,78,46,83,58,48,66,64,52,47,STEM
Kevin,64,76,77,56,58,52,73,90,83,62,54,51,48,85,90,55,72,85,77,84,88,73,86,69,47,88,75,STEM
Leah,62,86,63,80,51,67,81,46,47,76,87,90,75,64,82,48,85,53,66,52,73,77,86,48,60,80,69,STEM
Martin,56,80,72,69,82,73,49,48,64,64,90,87,64,52,80,65,61,66,54,72,45,69,71,80,81,49,64,Social Science
Naomi,56,60,52,47,81,58,87,88,65,52,69,47,58,48,45,62,71,49,82,74,80,55,80,65,62,78,62,STEM
Oscar,47,57,71,82,65,49,83,56,90,78,46,71,82,74,72,58,68,76,52,48,65,72,89,90,50,47,73,STEM
Pamela,51,77,49,86,69,87,84,78,73,73,82,78,84,81,78,82,61,78,88,53,45,57,80,87,62,63,45,Social Science
Quincy,75,86,64,88,89,71,57,56,71,56,88,81,76,74,50,89,73,74,51,61,77,60,82,73,55,60,55,Arts and Sports
Rose,90,80,64,53,54,53,79,83,71,78,51,64,72,74,72,90,54,66,46,71,69,82,72,71,75,77,50,STEM
Samuel,74,54,73,66,69,89,58,66,55,49,77,45,90,90,70,52,74,49,54,78,50,76,61,55,52,77,87,Social Science
Thomas,81,72,54,58,83,74,89,86,45,48,86,51,63,81,78,69,86,63,82,62,48,77,49,56,61,68,83,STEM
Unity,90,86,86,53,70,71,85,65,45,78,72,78,56,53,86,59,81,67,77,73,87,74,54,51,60,63,73,STEM
Victor,65,51,75,68,71,82,74,67,84,74,78,71,74,90,49,53,82,53,77,59,87,52,82,65,62,73,58,STEM
Winfred,79,85,51,86,78,57,75,60,66,52,57,59,67,65,74,79,67,64,83,62,90,76,75,87,46,57,67,Social Science
Xena,83,66,77,51,79,60,69,52,67,48,90,51,47,51,79,47,69,50,84,50,71,74,81,90,65,85,52,Social Science
Yusuf,76,89,85,72,85,82,83,70,56,46,87,68,75,66,60,70,84,76,71,82,59,51,70,57,49,89,75,Social Science
Zebedee,51,54,46,78,70,77,84,70,66,70,72,58,54,67,59,81,50,78,58,57,88,71,76,59,70,83,65,STEM
Allan,80,63,78,59,84,75,90,48,67,77,80,64,82,61,48,45,83,70,46,49,86,74,48,67,47,58,83,Social Science
Bernard,63,67,55,74,72,63,46,73,83,48,66,68,54,64,62,52,78,54,57,60,86,50,62,79,60,61,89,STEM
Catherine,58,90,54,66,74,66,63,53,74,69,79,51,82,46,52,45,72,47,68,59,66,47,60,65,81,72,89,Social Science
Daniel,83,87,49,78,64,64,71,87,87,86,72,65,77,85,62,56,61,57,66,78,55,64,66,71,48,50,81,STEM
Edith,83,79,61,88,59,87,71,59,86,68,80,75,80,66,75,50,60,53,84,87,61,80,72,88,77,79,88,Social Science
Francis,80,71,49,60,47,68,73,89,55,75,87,67,61,45,81,82,68,82,69,48,64,50,75,63,46,82,63,STEM
Grace,45,57,46,65,84,60,55,47,50,80,71,57,79,46,47,66,70,61,76,49,80,70,64,54,51,86,54,Arts and Sports
Henry,60,83,59,50,67,61,88,46,69,87,47,74,63,52,65,89,79,78,66,76,55,58,88,68,51,69,89,STEM
Isabel,73,89,52,67,72,80,90,49,84,68,47,53,64,81,80,63,71,83,48,66,61,68,62,45,46,62,49,STEM
James,70,61,56,76,83,56,78,50,47,67,81,57,90,59,68,78,70,70,51,45,58,64,67,85,88,60,46,STEM
Keziah,45,72,72,65,65,69,55,79,63,55,63,47,59,45,80,75,69,77,61,58,53,67,79,60,84,71,63,Social Science
Lawrence,66,77,83,80,48,62,62,83,76,63,83,71,86,88,53,60,50,85,46,82,73,52,48,49,48,87,60,Social Science
Margaret,51,87,72,61,51,60,63,71,65,68,78,88,81,50,78,52,80,57,60,75,84,69,87,45,73,76,62,STEM
Nicholas,79,75,49,69,53,49,59,72,46,64,73,69,53,77,47,69,68,65,53,54,54,46,78,83,79,64,86,STEM
Ophelia,47,58,72,80,88,56,84,63,45,83,53,72,57,73,81,65,77,73,89,65,60,55,83,67,55,71,54,Arts and Sports
Patrick,90,47,63,63,63,72,75,77,76,46,57,50,65,66,69,83,89,77,87,45,49,89,79,76,83,86,68,STEM
Rebecca,66,89,71,63,87,90,56,70,85,83,57,48,69,80,90,57,58,57,47,56,58,79,86,51,68,88,86,Social Science
